city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month
RIYADH,HM No  56627  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,HILAL,VEGETABLE,2.9L,HILAL VEGETABLE 2.9L TWIN PACK,101+,2023,11
TABUK,HM No  56813  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,BAYTNA,VEGETABLE,4L,BAYTNA VEGETABLE 4L ECO,101+,2024,11
JAZAN,HM No  52759  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,RIMAL,CANOLA,4L,RIMAL CANOLA 4L,21-30,2022,6
AL AHSA,HM No  94080  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,RAWABI,CANOLA,1.5L,RAWABI CANOLA 1.5L FAMILY PACK,81-90,2023,10
AL KHARJ,HM No  52442  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RAWABI,CANOLA,0.75L,RAWABI CANOLA 0.75L PREMIUM,31-40,2022,11
HAIL,HM No  56475  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,RAWABI,CANOLA,9L,RAWABI CANOLA 9L ECO,51-60,2023,11
HAIL,HM No  73093  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,LARA,SUNFLOWER,10L,LARA SUNFLOWER 10L,61-70,2023,12
AL BAHA,HM No  67247  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,HILAL,VEGETABLE,10L,HILAL VEGETABLE 10L PREMIUM,61-70,2024,7
HAIL,HM No  61275  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,ZAHRA,CORN,1.5L,ZAHRA CORN 1.5L PREMIUM,91-100,2024,4
HAIL,HM No  70043  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,ZAHRA,SUNFLOWER,1.5L,ZAHRA SUNFLOWER 1.5L PREMIUM,81-90,2024,3
JAZAN,HM No  63248  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,SABAYA,CORN,1.5L,SABAYA CORN 1.5L ECO,61-70,2022,3
HAIL,HM No  51043  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,HILAL,VEGETABLE,1L,HILAL VEGETABLE 1L PREMIUM,91-100,2023,9
AL KHARJ,HM No  61659  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RIMAL,CANOLA,0.75L,RIMAL CANOLA 0.75L,21-30,2024,10
AL BAHA,HM No  76518  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,GULF GOLD,CORN,3L,GULF GOLD CORN 3L PLUS,71-80,2022,7
JEDDAH,HM No  98253  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,RIMAL,VEGETABLE,0.5L,RIMAL VEGETABLE 0.5L PLUS,41-50,2023,1
TAIF,HM No  85912  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,LARA,CANOLA,2.9L,LARA CANOLA 2.9L TWIN PACK,41-50,2022,4
YANBU,HM No  92460  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L TWIN PACK,11-20$,2024,8
YANBU,HM No  77166  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,RAWABI,COCONUT,3L,RAWABI COCONUT 3L PREMIUM,71-80,2024,10
JAZAN,HM No  98941  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,NOUR,CORN,1.8L,NOUR CORN 1.8L PLUS,61-70,2022,6
AL KHARJ,HM No  73401  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CORN,9L,GULF GOLD CORN 9L TWIN PACK,91-100,2024,3
JEDDAH,HM No  83256  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,BAYTNA,CORN,0.5L,BAYTNA CORN 0.5L PREMIUM,41-50,2024,6
MAKKAH,HM No  96015  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,SABAYA,CORN,4L,SABAYA CORN 4L,81-90,2024,8
YANBU,HM No  88735  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,ZAHRA,COCONUT,0.2L,ZAHRA COCONUT 0.2L PREMIUM,81-90,2024,11
RIYADH,HM No  72780  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,GULF GOLD,CANOLA,4.5L,GULF GOLD CANOLA 4.5L PLUS,21-30,2024,5
AL AHSA,HM No  66515  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NOVA FOODS,RIMAL,SUNFLOWER,1.8L,RIMAL SUNFLOWER 1.8L FAMILY PACK,31-40,2023,4
AL BAHA,HM No  79629  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,BAYTNA,CORN,1.5L,BAYTNA CORN 1.5L TWIN PACK,101+,2024,7
DAMMAM,HM No  85364  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,NAJMA,VEGETABLE,0.2L,NAJMA VEGETABLE 0.2L FAMILY PACK,61-70,2024,2
JEDDAH,HM No  90229  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,BAYTNA,SUNFLOWER,9L,BAYTNA SUNFLOWER 9L TWIN PACK,41-50,2022,10
DAMMAM,HM No  61877  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L,21-30,2023,10
MAKKAH,HM No  94915  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,9L,RAWABI SUNFLOWER 9L ECO,31-40,2023,3
JEDDAH,HM No  70394  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,GULF GOLD,SUNFLOWER,1L,GULF GOLD SUNFLOWER 1L ECO,21-30,2022,5
JAZAN,HM No  63146  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,NOUR,CANOLA,1.5L,NOUR CANOLA 1.5L ECO,21-30,2024,5
RIYADH,HM No  89725  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L PLUS,21-30,2022,1
AL KHARJ,HM No  50824  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,NOUR,SUNFLOWER,1L,NOUR SUNFLOWER 1L,101+,2024,6
JEDDAH,HM No  61297  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L PREMIUM,41-50,2023,2
AL BAHA,HM No  60136  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,COCONUT,2.9L,RIMAL COCONUT 2.9L FAMILY PACK,31-40,2024,3
YANBU,HM No  51988  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,BAYTNA,CANOLA,10L,BAYTNA CANOLA 10L PLUS,51-60,2022,6
AL BAHA,HM No  61823  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L PREMIUM,31-40,2024,6
YANBU,HM No  93154  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,SABAYA,CANOLA,4.5L,SABAYA CANOLA 4.5L PREMIUM,21-30,2023,4
HAIL,HM No  59265  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,SABAYA,COCONUT,10L,SABAYA COCONUT 10L ECO,11-20$,2023,1
YANBU,HM No  93231  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L FAMILY PACK,61-70,2024,10
AL AHSA,HM No  96019  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,BAYTNA,COCONUT,1L,BAYTNA COCONUT 1L PLUS,31-40,2023,4
TABUK,HM No  91047  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,1.8L,RAWABI SUNFLOWER 1.8L,81-90,2022,8
JEDDAH,HM No  71070  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,RIMAL,SUNFLOWER,1L,RIMAL SUNFLOWER 1L ECO,51-60,2024,12
RIYADH,HM No  84573  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,HILAL,CANOLA,1L,HILAL CANOLA 1L PREMIUM,101+,2024,3
AL BAHA,HM No  70555  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,BAYTNA,CANOLA,0.2L,BAYTNA CANOLA 0.2L PLUS,71-80,2022,6
AL KHARJ,HM No  53436  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,BAYTNA,VEGETABLE,0.6L,BAYTNA VEGETABLE 0.6L PREMIUM,61-70,2024,12
RIYADH,HM No  64057  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,SABAYA,COCONUT,0.75L,SABAYA COCONUT 0.75L FAMILY PACK,61-70,2022,12
TAIF,HM No  82458  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,VEGETABLE,0.2L,RIMAL VEGETABLE 0.2L,71-80,2022,12
JEDDAH,HM No  69034  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,HILAL,CORN,0.6L,HILAL CORN 0.6L ECO,41-50,2023,7
RIYADH,HM No  60218  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,RIMAL,COCONUT,4L,RIMAL COCONUT 4L FAMILY PACK,51-60,2023,11
AL AHSA,HM No  96541  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,HILAL,CORN,1.8L,HILAL CORN 1.8L FAMILY PACK,11-20$,2023,7
JAZAN,HM No  68224  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,SABAYA,CORN,4L,SABAYA CORN 4L,71-80,2022,12
YANBU,HM No  58446  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,ZAHRA,CANOLA,0.5L,ZAHRA CANOLA 0.5L TWIN PACK,81-90,2022,3
AL KHARJ,HM No  71455  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,LARA,SUNFLOWER,1L,LARA SUNFLOWER 1L PREMIUM,51-60,2023,10
TABUK,HM No  57110  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,RAWABI,COCONUT,0.5L,RAWABI COCONUT 0.5L PREMIUM,81-90,2022,3
AL KHARJ,HM No  52339  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,SABAYA,CANOLA,0.5L,SABAYA CANOLA 0.5L TWIN PACK,11-20$,2023,3
JEDDAH,HM No  99973  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L PLUS,81-90,2024,3
YANBU,HM No  89125  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,BAYTNA,COCONUT,10L,BAYTNA COCONUT 10L TWIN PACK,61-70,2022,10
RIYADH,HM No  60008  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,LARA,COCONUT,1.5L,LARA COCONUT 1.5L ECO,41-50,2024,1
JAZAN,HM No  74905  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,LARA,VEGETABLE,0.5L,LARA VEGETABLE 0.5L TWIN PACK,31-40,2024,4
HAIL,HM No  93123  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,NAJMA,SUNFLOWER,0.5L,NAJMA SUNFLOWER 0.5L TWIN PACK,101+,2024,5
AL KHARJ,HM No  60557  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,BAYTNA,CORN,0.2L,BAYTNA CORN 0.2L,21-30,2023,9
AL KHARJ,HM No  51144  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CORN,0.2L,NOUR CORN 0.2L TWIN PACK,21-30,2024,4
RIYADH,HM No  74983  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,RIMAL,CANOLA,1.8L,RIMAL CANOLA 1.8L PREMIUM,21-30,2022,11
RIYADH,HM No  86938  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,NAJMA,SUNFLOWER,4L,NAJMA SUNFLOWER 4L FAMILY PACK,71-80,2023,11
AL AHSA,HM No  75347  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L PLUS,61-70,2024,8
YANBU,HM No  60036  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,BAYTNA,CORN,0.75L,BAYTNA CORN 0.75L TWIN PACK,51-60,2024,12
DAMMAM,HM No  75457  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CORN,9L,GULF GOLD CORN 9L,71-80,2023,3
RIYADH,HM No  80142  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L TWIN PACK,61-70,2022,7
JAZAN,HM No  77376  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L ECO,61-70,2023,6
AL BAHA,HM No  76141  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,BAYTNA,COCONUT,0.75L,BAYTNA COCONUT 0.75L TWIN PACK,41-50,2024,4
MAKKAH,HM No  93209  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,VEGETABLE,10L,SABAYA VEGETABLE 10L ECO,61-70,2024,5
TAIF,HM No  75744  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,SABAYA,CANOLA,3L,SABAYA CANOLA 3L FAMILY PACK,81-90,2023,10
JAZAN,HM No  53334  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,HILAL,CORN,3L,HILAL CORN 3L TWIN PACK,71-80,2024,7
DAMMAM,HM No  79031  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L FAMILY PACK,31-40,2023,12
AL BAHA,HM No  86920  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L TWIN PACK,31-40,2023,6
YANBU,HM No  66102  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,SABAYA,CORN,4L,SABAYA CORN 4L PREMIUM,91-100,2024,11
RIYADH,HM No  94314  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,ZAHRA,CANOLA,0.2L,ZAHRA CANOLA 0.2L,11-20$,2023,2
HAIL,HM No  73376  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,GULF GOLD,COCONUT,1L,GULF GOLD COCONUT 1L,61-70,2024,6
AL AHSA,HM No  79269  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NOUR,COCONUT,1L,NOUR COCONUT 1L PLUS,21-30,2024,3
DAMMAM,HM No  60699  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,ZAHRA,VEGETABLE,4L,ZAHRA VEGETABLE 4L ECO,31-40,2024,9
AL BAHA,HM No  80773  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,HILAL,CANOLA,4.5L,HILAL CANOLA 4.5L TWIN PACK,81-90,2022,1
DAMMAM,HM No  74965  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,RAWABI,SUNFLOWER,0.6L,RAWABI SUNFLOWER 0.6L,101+,2024,6
YANBU,HM No  88331  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,SABAYA,CANOLA,2.9L,SABAYA CANOLA 2.9L FAMILY PACK,101+,2023,6
JEDDAH,HM No  74246  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,GULF GOLD,COCONUT,4L,GULF GOLD COCONUT 4L PLUS,71-80,2022,2
AL BAHA,HM No  62919  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,LARA,CANOLA,1.5L,LARA CANOLA 1.5L PREMIUM,81-90,2022,10
AL AHSA,HM No  77376  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,NOUR,CORN,0.75L,NOUR CORN 0.75L PREMIUM,51-60,2024,1
YANBU,HM No  70877  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,NAJMA,COCONUT,9L,NAJMA COCONUT 9L PLUS,51-60,2023,7
HAIL,HM No  52651  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L PREMIUM,11-20$,2022,10
RIYADH,HM No  98145  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,LARA,SUNFLOWER,0.75L,LARA SUNFLOWER 0.75L ECO,71-80,2023,1
MAKKAH,HM No  94033  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,RAWABI,CORN,1.5L,RAWABI CORN 1.5L PREMIUM,71-80,2023,12
HAIL,HM No  58673  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,LARA,VEGETABLE,0.75L,LARA VEGETABLE 0.75L ECO,51-60,2023,2
YANBU,HM No  94027  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,NOUR,VEGETABLE,0.5L,NOUR VEGETABLE 0.5L,31-40,2022,4
JEDDAH,HM No  61606  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,ZAHRA,COCONUT,4L,ZAHRA COCONUT 4L TWIN PACK,21-30,2022,1
MAKKAH,HM No  50881  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RIMAL,CANOLA,0.6L,RIMAL CANOLA 0.6L PREMIUM,81-90,2024,6
AL BAHA,HM No  56935  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,NAJMA,COCONUT,0.75L,NAJMA COCONUT 0.75L FAMILY PACK,21-30,2022,2
MAKKAH,HM No  56002  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NOVA FOODS,RAWABI,COCONUT,0.75L,RAWABI COCONUT 0.75L,21-30,2023,6
AL BAHA,HM No  84690  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,SABAYA,COCONUT,9L,SABAYA COCONUT 9L ECO,101+,2024,3
YANBU,HM No  68878  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,SABAYA,COCONUT,3L,SABAYA COCONUT 3L,21-30,2022,4
TABUK,HM No  59430  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,ZAHRA,CANOLA,0.75L,ZAHRA CANOLA 0.75L TWIN PACK,61-70,2022,3
JAZAN,HM No  91634  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,RIMAL,SUNFLOWER,3L,RIMAL SUNFLOWER 3L FAMILY PACK,51-60,2022,7
TABUK,HM No  72594  GS-CENTER-TABUK MAIN RD  TABUK,AL HILAL INDUSTRIES,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L FAMILY PACK,51-60,2023,3
JEDDAH,HM No  54038  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,SABAYA,CORN,9L,SABAYA CORN 9L,101+,2023,2
AL BAHA,HM No  96930  GS-CENTER-AL BAHA MAIN RD  AL BAHA,BLUE OASIS CO,NAJMA,CANOLA,1.5L,NAJMA CANOLA 1.5L PREMIUM,61-70,2024,11
AL AHSA,HM No  94446  GS-CENTER-AL AHSA MAIN RD  AL AHSA,ARABIAN HARVEST CO,RIMAL,CORN,9L,RIMAL CORN 9L PLUS,81-90,2023,12
YANBU,HM No  74277  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,LARA,SUNFLOWER,1.5L,LARA SUNFLOWER 1.5L PREMIUM,41-50,2022,10
DAMMAM,HM No  52798  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,RAWABI,SUNFLOWER,2.9L,RAWABI SUNFLOWER 2.9L PLUS,71-80,2023,8
YANBU,HM No  60006  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,RAWABI,SUNFLOWER,0.2L,RAWABI SUNFLOWER 0.2L TWIN PACK,61-70,2023,11
DAMMAM,HM No  76176  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,NAJMA,SUNFLOWER,10L,NAJMA SUNFLOWER 10L FAMILY PACK,31-40,2022,10
DAMMAM,HM No  64220  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,NAJMA,SUNFLOWER,2.9L,NAJMA SUNFLOWER 2.9L TWIN PACK,51-60,2023,4
RIYADH,HM No  82592  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,GULF GOLD,CORN,3L,GULF GOLD CORN 3L PLUS,41-50,2022,8
AL AHSA,HM No  97430  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,RAWABI,SUNFLOWER,0.6L,RAWABI SUNFLOWER 0.6L ECO,11-20$,2023,2
JEDDAH,HM No  71186  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,RIMAL,CORN,0.6L,RIMAL CORN 0.6L TWIN PACK,91-100,2023,4
JAZAN,HM No  82145  GS-CENTER-JAZAN MAIN RD  JAZAN,NOVA FOODS,LARA,COCONUT,1.5L,LARA COCONUT 1.5L FAMILY PACK,51-60,2024,10
JAZAN,HM No  90083  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,RIMAL,COCONUT,3L,RIMAL COCONUT 3L PLUS,61-70,2024,6
MAKKAH,HM No  58397  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RIMAL,SUNFLOWER,0.5L,RIMAL SUNFLOWER 0.5L,81-90,2023,7
TAIF,HM No  63726  GS-CENTER-TAIF MAIN RD  TAIF,DESERT SUN CO,HILAL,CORN,4.5L,HILAL CORN 4.5L ECO,51-60,2024,6
AL AHSA,HM No  71696  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,GULF GOLD,CORN,10L,GULF GOLD CORN 10L FAMILY PACK,101+,2022,12
AL AHSA,HM No  89936  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L ECO,11-20$,2023,9
JEDDAH,HM No  75175  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,RIMAL,CORN,0.5L,RIMAL CORN 0.5L PREMIUM,81-90,2023,10
MAKKAH,HM No  67433  GS-CENTER-MAKKAH MAIN RD  MAKKAH,ARABIAN HARVEST CO,SABAYA,SUNFLOWER,10L,SABAYA SUNFLOWER 10L TWIN PACK,51-60,2024,3
HAIL,HM No  53868  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,HILAL,COCONUT,4.5L,HILAL COCONUT 4.5L,61-70,2023,10
YANBU,HM No  86823  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,LARA,CORN,2.9L,LARA CORN 2.9L PLUS,101+,2024,4
AL BAHA,HM No  62333  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,LARA,CANOLA,9L,LARA CANOLA 9L TWIN PACK,91-100,2024,5
TAIF,HM No  74642  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,NAJMA,CORN,1L,NAJMA CORN 1L TWIN PACK,31-40,2023,1
RIYADH,HM No  92705  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,ZAHRA,CORN,2.9L,ZAHRA CORN 2.9L TWIN PACK,81-90,2024,7
AL KHARJ,HM No  60287  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,NOUR,CANOLA,1L,NOUR CANOLA 1L ECO,51-60,2022,12
AL AHSA,HM No  79709  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,GULF GOLD,VEGETABLE,0.6L,GULF GOLD VEGETABLE 0.6L PLUS,11-20$,2022,1
HAIL,HM No  86213  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,NOUR,COCONUT,1.5L,NOUR COCONUT 1.5L FAMILY PACK,71-80,2024,1
AL BAHA,HM No  78459  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RAWABI,COCONUT,1.5L,RAWABI COCONUT 1.5L PREMIUM,11-20$,2024,5
HAIL,HM No  87068  GS-CENTER-HAIL MAIN RD  HAIL,NOVA FOODS,BAYTNA,CANOLA,9L,BAYTNA CANOLA 9L FAMILY PACK,31-40,2023,2
JEDDAH,HM No  59169  GS-CENTER-JEDDAH MAIN RD  JEDDAH,SAHARA EDIBLES,ZAHRA,VEGETABLE,0.6L,ZAHRA VEGETABLE 0.6L FAMILY PACK,41-50,2022,6
HAIL,HM No  72161  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,RAWABI,CORN,10L,RAWABI CORN 10L,81-90,2023,9
RIYADH,HM No  84385  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,RAWABI,COCONUT,3L,RAWABI COCONUT 3L,41-50,2023,3
JEDDAH,HM No  99988  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,HILAL,COCONUT,0.2L,HILAL COCONUT 0.2L FAMILY PACK,91-100,2022,1
AL BAHA,HM No  95697  GS-CENTER-AL BAHA MAIN RD  AL BAHA,AL HILAL INDUSTRIES,SABAYA,CANOLA,0.2L,SABAYA CANOLA 0.2L TWIN PACK,41-50,2022,3
AL KHARJ,HM No  70936  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,DESERT SUN CO,RAWABI,SUNFLOWER,0.2L,RAWABI SUNFLOWER 0.2L PREMIUM,51-60,2023,1
AL BAHA,HM No  96841  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,BAYTNA,CANOLA,0.2L,BAYTNA CANOLA 0.2L TWIN PACK,101+,2022,4
TAIF,HM No  88190  GS-CENTER-TAIF MAIN RD  TAIF,BLUE OASIS CO,NAJMA,CORN,9L,NAJMA CORN 9L,101+,2023,9
DAMMAM,HM No  76029  GS-CENTER-DAMMAM MAIN RD  DAMMAM,AL HILAL INDUSTRIES,GULF GOLD,VEGETABLE,0.2L,GULF GOLD VEGETABLE 0.2L FAMILY PACK,101+,2023,5
AL KHARJ,HM No  74530  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,GULF GOLD,COCONUT,10L,GULF GOLD COCONUT 10L PREMIUM,51-60,2023,4
